'Time','PLETH',,,
'[21:30:59.240 2]',531,4327,14,1
'[21:30:59.248 2]',545,4328,15,-3
'[21:30:59.256 2]',560,4329,12,-1
'[21:30:59.264 2]',572,4330,11,-4
'[21:30:59.272 2]',583,4331,7,-2
'[21:30:59.280 2]',590,4332,5,-1
'[21:30:59.288 2]',595,4333,4,-2
'[21:30:59.296 2]',599,4334,2,-2
'[21:30:59.304 2]',601,4335,0,-1
'[21:30:59.312 2]',601,4336,-1,-1
'[21:30:59.320 2]',600,4337,-2,-1
'[21:30:59.328 2]',598,4338,-3,0
'[21:30:59.336 2]',595,4339,-3,-1
'[21:30:59.344 2]',592,4340,-4,0
'[21:30:59.352 2]',588,4341,-4,-1
'[21:30:59.360 2]',584,4342,-5,0
'[21:30:59.368 2]',579,4343,-5,1
'[21:30:59.376 2]',574,4344,-4,-1
'[21:30:59.384 2]',570,4345,-5,1
'[21:30:59.392 2]',565,4346,-4,-1
'[21:30:59.400 2]',561,4347,-5,1
'[21:30:59.408 2]',556,4348,-4,0
'[21:30:59.416 2]',552,4349,-4,0
'[21:30:59.424 2]',548,4350,-4,2
'[21:30:59.432 2]',544,4351,-2,-1
'[21:30:59.440 2]',542,4352,-3,0
'[21:30:59.448 2]',539,4353,-3,0
'[21:30:59.456 2]',536,4354,-3,0
'[21:30:59.464 2]',533,4355,-3,0
'[21:30:59.472 2]',530,4356,-3,0
'[21:30:59.480 2]',527,4357,-3,0
'[21:30:59.488 2]',524,4358,-3,-1
'[21:30:59.496 2]',521,4359,-4,0
'[21:30:59.504 2]',517,4360,-4,-1
'[21:30:59.512 2]',513,4361,-5,1
'[21:30:59.520 2]',508,4362,-4,-1
'[21:30:59.528 2]',504,4363,-5,0
'[21:30:59.536 2]',499,4364,-5,1
'[21:30:59.544 2]',494,4365,-4,1
'[21:30:59.552 2]',490,4366,-3,-1
'[21:30:59.560 2]',487,4367,-4,1
'[21:30:59.568 2]',483,4368,-3,0
'[21:30:59.576 2]',480,4369,-3,0
'[21:30:59.584 2]',477,4370,-3,0
'[21:30:59.592 2]',474,4371,-3,-1
'[21:30:59.600 2]',471,4372,-4,0
'[21:30:59.608 2]',467,4373,-4,-1
'[21:30:59.616 2]',463,4374,-5,2
'[21:30:59.624 2]',458,4375,-3,1
'[21:30:59.632 2]',455,4376,-2,0
'[21:30:59.640 2]',453,4377,-2,2
'[21:30:59.648 2]',451,4378,0,3
'[21:30:59.656 2]',451,4379,3,4
'[21:30:59.664 2]',454,4380,7,5
'[21:30:59.672 2]',461,4381,12,4
'[21:30:59.680 2]',473,4382,16,3
'[21:30:59.688 2]',489,4383,19,2
'[21:30:59.696 2]',508,4384,21,9
'[21:30:59.704 2]',529,4385,30,7
'[21:30:59.712 2]',559,4386,37,-8
'[21:30:59.720 2]',596,4387,29,-5
'[21:30:59.728 2]',625,4388,24,-7
'[21:30:59.736 2]',649,4389,17,-5
'[21:30:59.744 2]',666,4390,12,-2
'[21:30:59.752 2]',678,4391,10,-2
'[21:30:59.760 2]',688,4392,8,-3
'[21:30:59.768 2]',696,4393,5,-3
'[21:30:59.776 2]',701,4394,2,-3
'[21:30:59.784 2]',703,4395,-1,-1
'[21:30:59.792 2]',702,4396,-2,-2
'[21:30:59.800 2]',700,4397,-4,0
'[21:30:59.808 2]',696,4398,-4,-1
'[21:30:59.816 2]',692,4399,-5,0
'[21:30:59.824 2]',687,4400,-5,0
'[21:30:59.832 2]',682,4401,-5,1
'[21:30:59.840 2]',677,4402,-4,-2
'[21:30:59.848 2]',673,4403,-6,-1
'[21:30:59.856 2]',667,4404,-7,-1
'[21:30:59.864 2]',660,4405,-8,0
'[21:30:59.872 2]',652,4406,-8,0
'[21:30:59.880 2]',644,4407,-8,1
'[21:30:59.888 2]',636,4408,-7,-1
'[21:30:59.896 2]',629,4409,-8,0
'[21:30:59.904 2]',621,4410,-8,-1
'[21:30:59.912 2]',613,4411,-9,1
'[21:30:59.920 2]',604,4412,-8,0
'[21:30:59.928 2]',596,4413,-8,1
'[21:30:59.936 2]',588,4414,-7,0
'[21:30:59.944 2]',581,4415,-7,0
'[21:30:59.952 2]',574,4416,-7,1
'[21:30:59.960 2]',567,4417,-6,-1
'[21:30:59.968 2]',561,4418,-7,1
'[21:30:59.976 2]',554,4419,-6,1
'[21:30:59.984 2]',548,4420,-5,-2
'[21:30:59.992 2]',543,4421,-7,0
'[21:31:00.000 2]',536,4422,-7,-1
'[21:31:00.008 2]',529,4423,-8,-1
'[21:31:00.016 2]',521,4424,-9,1
'[21:31:00.024 2]',512,4425,-8,3
'[21:31:00.032 2]',504,4426,-5,0
'[21:31:00.040 2]',499,4427,-5,-1
'[21:31:00.048 2]',494,4428,-6,-1
'[21:31:00.056 2]',488,4429,-7,0
'[21:31:00.064 2]',481,4430,-7,0
'[21:31:00.072 2]',474,4431,-7,-1
'[21:31:00.080 2]',467,4432,-8,1
'[21:31:00.088 2]',459,4433,-7,0
'[21:31:00.096 2]',452,4434,-7,0
'[21:31:00.104 2]',445,4435,-7,0
'[21:31:00.112 2]',438,4436,-7,1
'[21:31:00.120 2]',431,4437,-6,-1
'[21:31:00.128 2]',425,4438,-7,2
'[21:31:00.136 2]',418,4439,-5,4
'[21:31:00.144 2]',413,4440,-1,-1
'[21:31:00.152 2]',412,4441,-2,5
'[21:31:00.160 2]',410,4442,3,4
'[21:31:00.168 2]',413,4443,7,7
'[21:31:00.176 2]',420,4444,14,6
'[21:31:00.184 2]',434,4445,20,6
'[21:31:00.192 2]',454,4446,26,1
'[21:31:00.200 2]',480,4447,27,2
'[21:31:00.208 2]',507,4448,29,-2
'[21:31:00.216 2]',536,4449,27,-3
'[21:31:00.224 2]',563,4450,24,-7
'[21:31:00.232 2]',587,4451,17,-4
'[21:31:00.240 2]',604,4452,13,-2
'[21:31:00.248 2]',617,4453,11,-3
'[21:31:00.256 2]',628,4454,8,-1
'[21:31:00.264 2]',636,4455,7,-1
'[21:31:00.272 2]',643,4456,6,-2
'[21:31:00.280 2]',649,4457,4,-3
'[21:31:00.288 2]',653,4458,1,-2
'[21:31:00.296 2]',654,4459,-1,-2
'[21:31:00.304 2]',653,4460,-3,-2
'[21:31:00.312 2]',650,4461,-5,-2
'[21:31:00.320 2]',645,4462,-7,-1
'[21:31:00.328 2]',638,4463,-8,2
'[21:31:00.336 2]',630,4464,-6,-1
'[21:31:00.344 2]',624,4465,-7,0
'[21:31:00.352 2]',617,4466,-7,-1
'[21:31:00.360 2]',610,4467,-8,-1
'[21:31:00.368 2]',602,4468,-9,1
'[21:31:00.376 2]',593,4469,-8,-1
'[21:31:00.384 2]',585,4470,-9,1
'[21:31:00.392 2]',576,4471,-8,1
'[21:31:00.400 2]',568,4472,-7,0
'[21:31:00.408 2]',561,4473,-7,0
'[21:31:00.416 2]',554,4474,-7,1
'[21:31:00.424 2]',547,4475,-6,-1
'[21:31:00.432 2]',541,4476,-7,1
'[21:31:00.440 2]',534,4477,-6,-3
'[21:31:00.448 2]',528,4478,-9,0
'[21:31:00.456 2]',519,4479,-9,-1
'[21:31:00.464 2]',510,4480,-10,2
'[21:31:00.472 2]',500,4481,-8,-1
'[21:31:00.480 2]',492,4482,-9,0
'[21:31:00.488 2]',483,4483,-9,0
'[21:31:00.496 2]',474,4484,-9,0
'[21:31:00.504 2]',465,4485,-9,0
'[21:31:00.512 2]',456,4486,-9,1
'[21:31:00.520 2]',447,4487,-8,1
'[21:31:00.528 2]',439,4488,-7,2
'[21:31:00.536 2]',432,4489,-5,0
'[21:31:00.544 2]',427,4490,-5,0
'[21:31:00.552 2]',422,4491,-5,0
'[21:31:00.560 2]',417,4492,-5,0
'[21:31:00.568 2]',412,4493,-5,0
'[21:31:00.576 2]',407,4494,-5,0
'[21:31:00.584 2]',402,4495,-5,0
'[21:31:00.592 2]',397,4496,-5,0
'[21:31:00.600 2]',392,4497,-5,-1
'[21:31:00.608 2]',387,4498,-6,0
'[21:31:00.616 2]',381,4499,-6,1
'[21:31:00.624 2]',375,4500,-5,1
'[21:31:00.632 2]',370,4501,-4,0
'[21:31:00.640 2]',366,4502,-4,-2
'[21:31:00.648 2]',362,4503,-6,-1
'[21:31:00.656 2]',356,4504,-7,1
'[21:31:00.664 2]',349,4505,-6,2
'[21:31:00.672 2]',343,4506,-4,4
'[21:31:00.680 2]',339,4507,0,5
'[21:31:00.688 2]',339,4508,5,6
'[21:31:00.696 2]',344,4509,11,6
'[21:31:00.704 2]',355,4510,17,8
'[21:31:00.712 2]',372,4511,25,4
'[21:31:00.720 2]',397,4512,29,-1
'[21:31:00.728 2]',426,4513,28,-3
'[21:31:00.736 2]',454,4514,25,0
'[21:31:00.744 2]',479,4515,25,0
'[21:31:00.752 2]',504,4516,25,-6
'[21:31:00.760 2]',529,4517,19,-3
'[21:31:00.768 2]',548,4518,16,-3
'[21:31:00.776 2]',564,4519,13,-3
'[21:31:00.784 2]',577,4520,10,-3
'[21:31:00.792 2]',587,4521,7,-1
'[21:31:00.800 2]',594,4522,6,0
'[21:31:00.808 2]',600,4523,6,-3
'[21:31:00.816 2]',606,4524,3,-1
'[21:31:00.824 2]',609,4525,2,-1
'[21:31:00.832 2]',611,4526,1,-2
'[21:31:00.840 2]',612,4527,-1,-1
'[21:31:00.848 2]',611,4528,-2,-1
'[21:31:00.856 2]',609,4529,-3,-2
'[21:31:00.864 2]',606,4530,-5,0
'[21:31:00.872 2]',601,4531,-5,-1
'[21:31:00.880 2]',596,4532,-6,1
'[21:31:00.888 2]',590,4533,-5,-3
'[21:31:00.896 2]',585,4534,-8,0
'[21:31:00.904 2]',577,4535,-8,1
'[21:31:00.912 2]',569,4536,-7,-1
'[21:31:00.920 2]',562,4537,-8,1
'[21:31:00.928 2]',554,4538,-7,2
'[21:31:00.936 2]',547,4539,-5,-3
'[21:31:00.944 2]',542,4540,-8,0
'[21:31:00.952 2]',534,4541,-8,1
'[21:31:00.960 2]',526,4542,-7,0
'[21:31:00.968 2]',519,4543,-7,0
'[21:31:00.976 2]',512,4544,-7,2
'[21:31:00.984 2]',505,4545,-5,0
'[21:31:00.992 2]',500,4546,-5,-1
'[21:31:01.000 2]',495,4547,-6,0
'[21:31:01.008 2]',489,4548,-6,1
'[21:31:01.016 2]',483,4549,-5,-1
'[21:31:01.024 2]',478,4550,-6,1
'[21:31:01.032 2]',472,4551,-5,1
'[21:31:01.040 2]',467,4552,-4,-2
'[21:31:01.048 2]',463,4553,-6,-1
'[21:31:01.056 2]',457,4554,-7,-1
'[21:31:01.064 2]',450,4555,-8,0
'[21:31:01.072 2]',442,4556,-8,1
'[21:31:01.080 2]',434,4557,-7,1
'[21:31:01.088 2]',427,4558,-6,1
'[21:31:01.096 2]',421,4559,-5,2
'[21:31:01.104 2]',416,4560,-3,-1
'[21:31:01.112 2]',413,4561,-4,-1
'[21:31:01.120 2]',409,4562,-5,2
'[21:31:01.128 2]',404,4563,-3,-1
'[21:31:01.136 2]',401,4564,-4,0
'[21:31:01.144 2]',397,4565,-4,0
'[21:31:01.152 2]',393,4566,-4,-1
'[21:31:01.160 2]',389,4567,-5,0
'[21:31:01.168 2]',384,4568,-5,0
'[21:31:01.176 2]',379,4569,-5,1
'[21:31:01.184 2]',374,4570,-4,-1
'[21:31:01.192 2]',370,4571,-5,0
'[21:31:01.200 2]',365,4572,-5,2
'[21:31:01.208 2]',360,4573,-3,0
'[21:31:01.216 2]',357,4574,-3,3
'[21:31:01.224 2]',354,4575,0,3
'[21:31:01.232 2]',354,4576,3,4
'[21:31:01.240 2]',357,4577,7,4
'[21:31:01.248 2]',364,4578,11,7
'[21:31:01.256 2]',375,4579,18,6
'[21:31:01.264 2]',393,4580,24,4
'[21:31:01.272 2]',417,4581,28,2
'[21:31:01.280 2]',445,4582,30,0
'[21:31:01.288 2]',475,4583,30,-2
'[21:31:01.296 2]',505,4584,28,-4
'[21:31:01.304 2]',533,4585,24,-4
'[21:31:01.312 2]',557,4586,20,-5
'[21:31:01.320 2]',577,4587,15,-2
'[21:31:01.328 2]',592,4588,13,-5
'[21:31:01.336 2]',605,4589,8,-1
'[21:31:01.344 2]',613,4590,7,-3
'[21:31:01.352 2]',620,4591,4,-1
'[21:31:01.360 2]',624,4592,3,-2
'[21:31:01.368 2]',627,4593,1,-3
'[21:31:01.376 2]',628,4594,-2,-1
'[21:31:01.384 2]',626,4595,-3,-1
'[21:31:01.392 2]',623,4596,-4,0
'[21:31:01.400 2]',619,4597,-4,-1
'[21:31:01.408 2]',615,4598,-5,0
'[21:31:01.416 2]',610,4599,-5,0
'[21:31:01.424 2]',605,4600,-5,-1
'[21:31:01.432 2]',600,4601,-6,0
'[21:31:01.440 2]',594,4602,-6,1
'[21:31:01.448 2]',588,4603,-5,-1
'[21:31:01.456 2]',583,4604,-6,1
'[21:31:01.464 2]',577,4605,-5,0
'[21:31:01.472 2]',572,4606,-5,0
'[21:31:01.480 2]',567,4607,-5,0
'[21:31:01.488 2]',562,4608,-5,-1
'[21:31:01.496 2]',557,4609,-6,0
'[21:31:01.504 2]',551,4610,-6,1
'[21:31:01.512 2]',545,4611,-5,-1
'[21:31:01.520 2]',540,4612,-6,0
'[21:31:01.528 2]',534,4613,-6,1
'[21:31:01.536 2]',528,4614,-5,-1
'[21:31:01.544 2]',523,4615,-6,0
'[21:31:01.552 2]',517,4616,-6,-1
'[21:31:01.560 2]',511,4617,-7,3
'[21:31:01.568 2]',504,4618,-4,-1
'[21:31:01.576 2]',500,4619,-5,0
'[21:31:01.584 2]',495,4620,-5,1
'[21:31:01.592 2]',490,4621,-4,0
'[21:31:01.600 2]',486,4622,-4,-1
'[21:31:01.608 2]',482,4623,-5,-1
'[21:31:01.616 2]',477,4624,-6,1
'[21:31:01.624 2]',471,4625,-5,1
'[21:31:01.632 2]',466,4626,-4,1
'[21:31:01.640 2]',462,4627,-3,0
'[21:31:01.648 2]',459,4628,-3,-1
'[21:31:01.656 2]',456,4629,-4,-2
'[21:31:01.664 2]',452,4630,-6,0
'[21:31:01.672 2]',446,4631,-6,0
'[21:31:01.680 2]',440,4632,-6,0
'[21:31:01.688 2]',434,4633,-6,1
'[21:31:01.696 2]',428,4634,-5,2
'[21:31:01.704 2]',423,4635,-3,0
'[21:31:01.712 2]',420,4636,-3,0
'[21:31:01.720 2]',417,4637,-3,2
'[21:31:01.728 2]',414,4638,-1,-1
'[21:31:01.736 2]',413,4639,-2,-2
'[21:31:01.744 2]',411,4640,-4,-2
'[21:31:01.752 2]',407,4641,-6,1
'[21:31:01.760 2]',401,4642,-5,1
'[21:31:01.768 2]',396,4643,-4,1
'[21:31:01.776 2]',392,4644,-3,4
'[21:31:01.784 2]',389,4645,1,4
'[21:31:01.792 2]',390,4646,5,4
'[21:31:01.800 2]',395,4647,9,5
'[21:31:01.808 2]',404,4648,14,7
'[21:31:01.816 2]',418,4649,21,2
'[21:31:01.824 2]',439,4650,23,-1
'[21:31:01.832 2]',462,4651,22,-1
'[21:31:01.840 2]',484,4652,21,1
'[21:31:01.848 2]',505,4653,22,-1
'[21:31:01.856 2]',527,4654,21,-1
'[21:31:01.864 2]',548,4655,20,-3
'[21:31:01.872 2]',568,4656,17,-5
'[21:31:01.880 2]',585,4657,12,-1
'[21:31:01.888 2]',597,4658,11,-3
'[21:31:01.896 2]',608,4659,8,-1
'[21:31:01.904 2]',616,4660,7,-2
'[21:31:01.912 2]',623,4661,5,-2
'[21:31:01.920 2]',628,4662,3,-2
'[21:31:01.928 2]',631,4663,1,-1
'[21:31:01.936 2]',632,4664,0,-1
'[21:31:01.944 2]',632,4665,-1,-2
'[21:31:01.952 2]',631,4666,-3,-1
'[21:31:01.960 2]',628,4667,-4,-2
'[21:31:01.968 2]',624,4668,-6,-2
'[21:31:01.976 2]',618,4669,-8,0
'[21:31:01.984 2]',610,4670,-8,1
'[21:31:01.992 2]',602,4671,-7,0
'[21:31:02.000 2]',595,4672,-7,2
'[21:31:02.008 2]',588,4673,-5,0
'[21:31:02.016 2]',583,4674,-5,0
'[21:31:02.024 2]',578,4675,-5,1
'[21:31:02.032 2]',573,4676,-4,0
'[21:31:02.040 2]',569,4677,-4,-2
'[21:31:02.048 2]',565,4678,-6,-1
'[21:31:02.056 2]',559,4679,-7,-1
'[21:31:02.064 2]',552,4680,-8,2
'[21:31:02.072 2]',544,4681,-6,-1
'[21:31:02.080 2]',538,4682,-7,0
'[21:31:02.088 2]',531,4683,-7,2
'[21:31:02.096 2]',524,4684,-5,0
'[21:31:02.104 2]',519,4685,-5,0
'[21:31:02.112 2]',514,4686,-5,0
'[21:31:02.120 2]',509,4687,-5,1
'[21:31:02.128 2]',504,4688,-4,0
'[21:31:02.136 2]',500,4689,-4,0
'[21:31:02.144 2]',496,4690,-4,-1
'[21:31:02.152 2]',492,4691,-5,0
'[21:31:02.160 2]',487,4692,-5,1
'[21:31:02.168 2]',482,4693,-4,0
'[21:31:02.176 2]',478,4694,-4,1
'[21:31:02.184 2]',474,4695,-3,-2
'[21:31:02.192 2]',471,4696,-5,0
'[21:31:02.200 2]',466,4697,-5,0
'[21:31:02.208 2]',461,4698,-5,-1
'[21:31:02.216 2]',456,4699,-6,2
'[21:31:02.224 2]',450,4700,-4,1
'[21:31:02.232 2]',446,4701,-3,0
'[21:31:02.240 2]',443,4702,-3,0
'[21:31:02.248 2]',440,4703,-3,-1
'[21:31:02.256 2]',437,4704,-4,0
'[21:31:02.264 2]',433,4705,-4,0
'[21:31:02.272 2]',429,4706,-4,1
'[21:31:02.280 2]',425,4707,-3,-1
'[21:31:02.288 2]',422,4708,-4,1
'[21:31:02.296 2]',418,4709,-3,0
'[21:31:02.304 2]',415,4710,-3,-1
'[21:31:02.312 2]',412,4711,-4,-1
'[21:31:02.320 2]',408,4712,-5,2
'[21:31:02.328 2]',403,4713,-3,0
'[21:31:02.336 2]',400,4714,-3,2
'[21:31:02.344 2]',397,4715,-1,2
'[21:31:02.352 2]',396,4716,1,4
'[21:31:02.360 2]',397,4717,5,5
'[21:31:02.368 2]',402,4718,10,4
'[21:31:02.376 2]',412,4719,14,7
'[21:31:02.384 2]',426,4720,21,2
'[21:31:02.392 2]',447,4721,23,3
'[21:31:02.400 2]',470,4722,26,-2
'[21:31:02.408 2]',496,4723,24,0
'[21:31:02.416 2]',520,4724,24,-2
'[21:31:02.424 2]',544,4725,22,-4
'[21:31:02.432 2]',566,4726,18,-5
'[21:31:02.440 2]',584,4727,13,-1
'[21:31:02.448 2]',597,4728,12,-2
'[21:31:02.456 2]',609,4729,10,-2
'[21:31:02.464 2]',619,4730,8,-3
'[21:31:02.472 2]',627,4731,5,-2
'[21:31:02.480 2]',632,4732,3,-1
'[21:31:02.488 2]',635,4733,2,-2
'[21:31:02.496 2]',637,4734,0,-1
'[21:31:02.504 2]',637,4735,-1,0
'[21:31:02.512 2]',636,4736,-1,-1
'[21:31:02.520 2]',635,4737,-2,-1
'[21:31:02.528 2]',633,4738,-3,-1
'[21:31:02.536 2]',630,4739,-4,-1
'[21:31:02.544 2]',626,4740,-5,-2
'[21:31:02.552 2]',621,4741,-7,-1
'[21:31:02.560 2]',614,4742,-8,-1
'[21:31:02.568 2]',606,4743,-9,1
'[21:31:02.576 2]',597,4744,-8,2
'[21:31:02.584 2]',589,4745,-6,1
'[21:31:02.592 2]',583,4746,-5,1
'[21:31:02.600 2]',578,4747,-4,-1
'[21:31:02.608 2]',574,4748,-5,-1
'[21:31:02.616 2]',569,4749,-6,0
'[21:31:02.624 2]',563,4750,-6,1
'[21:31:02.632 2]',557,4751,-5,0
'[21:31:02.640 2]',552,4752,-5,0
'[21:31:02.648 2]',547,4753,-5,0
'[21:31:02.656 2]',542,4754,-5,1
'[21:31:02.664 2]',537,4755,-4,-1
'[21:31:02.672 2]',533,4756,-5,0
'[21:31:02.680 2]',528,4757,-5,0
'[21:31:02.688 2]',523,4758,-5,0
'[21:31:02.696 2]',518,4759,-5,0
'[21:31:02.704 2]',513,4760,-5,-1
'[21:31:02.712 2]',508,4761,-6,2
'[21:31:02.720 2]',502,4762,-4,-1
'[21:31:02.728 2]',498,4763,-5,1
'[21:31:02.736 2]',493,4764,-4,0
'[21:31:02.744 2]',489,4765,-4,-1
'[21:31:02.752 2]',485,4766,-5,1
'[21:31:02.760 2]',480,4767,-4,0
'[21:31:02.768 2]',476,4768,-4,1
'[21:31:02.776 2]',472,4769,-3,-1
'[21:31:02.784 2]',469,4770,-4,-1
'[21:31:02.792 2]',465,4771,-5,1
'[21:31:02.800 2]',460,4772,-4,-2
'[21:31:02.808 2]',456,4773,-6,0
'[21:31:02.816 2]',450,4774,-6,2
'[21:31:02.824 2]',444,4775,-4,-1
'[21:31:02.832 2]',440,4776,-5,0
'[21:31:02.840 2]',435,4777,-5,0
'[21:31:02.848 2]',430,4778,-5,0
'[21:31:02.856 2]',425,4779,-5,2
'[21:31:02.864 2]',420,4780,-3,0
'[21:31:02.872 2]',417,4781,-3,2
'[21:31:02.880 2]',414,4782,-1,-1
'[21:31:02.888 2]',413,4783,-2,0
'[21:31:02.896 2]',411,4784,-2,-2
'[21:31:02.904 2]',409,4785,-4,1
'[21:31:02.912 2]',405,4786,-3,-1
'[21:31:02.920 2]',402,4787,-4,3
'[21:31:02.928 2]',398,4788,-1,3
'[21:31:02.936 2]',397,4789,2,4
'[21:31:02.944 2]',399,4790,6,5
'[21:31:02.952 2]',405,4791,11,5
'[21:31:02.960 2]',416,4792,16,5
'[21:31:02.968 2]',432,4793,21,3
'[21:31:02.976 2]',453,4794,24,1
'[21:31:02.984 2]',477,4795,25,1
'[21:31:02.992 2]',502,4796,26,-2
'[21:31:03.000 2]',528,4797,24,-3
'[21:31:03.008 2]',552,4798,21,-5
'[21:31:03.016 2]',573,4799,16,-3
'[21:31:03.024 2]',589,4800,13,-2
'[21:31:03.032 2]',602,4801,11,-3
'[21:31:03.040 2]',613,4802,8,-1
'[21:31:03.048 2]',621,4803,7,-3
'[21:31:03.056 2]',628,4804,4,-1
'[21:31:03.064 2]',632,4805,3,-2
'[21:31:03.072 2]',635,4806,1,-1
'[21:31:03.080 2]',636,4807,0,-1
'[21:31:03.088 2]',636,4808,-1,-2
'[21:31:03.096 2]',635,4809,-3,0
'[21:31:03.104 2]',632,4810,-3,-2
'[21:31:03.112 2]',629,4811,-5,0
'[21:31:03.120 2]',624,4812,-5,0
'[21:31:03.128 2]',619,4813,-5,0
'[21:31:03.136 2]',614,4814,-5,-1
'[21:31:03.144 2]',609,4815,-6,-2
'[21:31:03.152 2]',603,4816,-8,1
'[21:31:03.160 2]',595,4817,-7,1
'[21:31:03.168 2]',588,4818,-6,0
'[21:31:03.176 2]',582,4819,-6,1
'[21:31:03.184 2]',576,4820,-5,0
'[21:31:03.192 2]',571,4821,-5,0
'[21:31:03.200 2]',566,4822,-5,-1
'[21:31:03.208 2]',561,4823,-6,0
'[21:31:03.216 2]',555,4824,-6,0
'[21:31:03.224 2]',549,4825,-6,2
'[21:31:03.232 2]',543,4826,-4,-1
'[21:31:03.240 2]',539,4827,-5,0
'[21:31:03.248 2]',534,4828,-5,0
'[21:31:03.256 2]',529,4829,-5,1
'[21:31:03.264 2]',524,4830,-4,0
'[21:31:03.272 2]',520,4831,-4,1
'[21:31:03.280 2]',516,4832,-3,-2
'[21:31:03.288 2]',513,4833,-5,1
'[21:31:03.296 2]',508,4834,-4,-1
'[21:31:03.304 2]',504,4835,-5,0
'[21:31:03.312 2]',499,4836,-5,-1
'[21:31:03.320 2]',494,4837,-6,1
'[21:31:03.328 2]',488,4838,-5,1
'[21:31:03.336 2]',483,4839,-4,-1
'[21:31:03.344 2]',479,4840,-5,0
'[21:31:03.352 2]',474,4841,-5,0
'[21:31:03.360 2]',469,4842,-5,0
'[21:31:03.368 2]',464,4843,-5,2
'[21:31:03.376 2]',459,4844,-3,-1
'[21:31:03.384 2]',456,4845,-4,0
'[21:31:03.392 2]',452,4846,-4,0
'[21:31:03.400 2]',448,4847,-4,0
'[21:31:03.408 2]',444,4848,-4,-1
'[21:31:03.416 2]',440,4849,-5,0
'[21:31:03.424 2]',435,4850,-5,1
'[21:31:03.432 2]',430,4851,-4,0
'[21:31:03.440 2]',426,4852,-4,-1
'[21:31:03.448 2]',422,4853,-5,1
'[21:31:03.456 2]',417,4854,-4,-2
'[21:31:03.464 2]',413,4855,-6,2
'[21:31:03.472 2]',407,4856,-4,2
'[21:31:03.480 2]',403,4857,-2,3
'[21:31:03.488 2]',401,4858,1,5
'[21:31:03.496 2]',402,4859,6,4
'[21:31:03.504 2]',408,4860,10,7
'[21:31:03.512 2]',418,4861,17,5
'[21:31:03.520 2]',435,4862,22,0
'[21:31:03.528 2]',457,4863,22,-1
'[21:31:03.536 2]',479,4864,21,3
'[21:31:03.544 2]',500,4865,24,-2
'[21:31:03.552 2]',524,4866,22,1
'[21:31:03.560 2]',546,4867,23,-4
'[21:31:03.568 2]',569,4868,19,-3
'[21:31:03.576 2]',588,4869,16,-2
'[21:31:03.584 2]',604,4870,14,-4
'[21:31:03.592 2]',618,4871,10,-3
'[21:31:03.600 2]',628,4872,7,-3
'[21:31:03.608 2]',635,4873,4,-2
'[21:31:03.616 2]',639,4874,2,-2
'[21:31:03.624 2]',641,4875,0,-2
'[21:31:03.632 2]',641,4876,-2,0
'[21:31:03.640 2]',639,4877,-2,-1
'[21:31:03.648 2]',637,4878,-3,-1
'[21:31:03.656 2]',634,4879,-4,1
'[21:31:03.664 2]',630,4880,-3,-1
'[21:31:03.672 2]',627,4881,-4,-1
'[21:31:03.680 2]',623,4882,-5,0
'[21:31:03.688 2]',618,4883,-5,0
'[21:31:03.696 2]',613,4884,-5,-1
'[21:31:03.704 2]',608,4885,-6,-1
'[21:31:03.712 2]',602,4886,-7,0
'[21:31:03.720 2]',595,4887,-7,2
'[21:31:03.728 2]',588,4888,-5,0
'[21:31:03.736 2]',583,4889,-5,0
'[21:31:03.744 2]',578,4890,-5,0
'[21:31:03.752 2]',573,4891,-5,-1
'[21:31:03.760 2]',568,4892,-6,0
'[21:31:03.768 2]',562,4893,-6,0
'[21:31:03.776 2]',556,4894,-6,1
'[21:31:03.784 2]',550,4895,-5,0
'[21:31:03.792 2]',545,4896,-5,-4
'[21:31:03.800 2]',540,4897,-9,-1
'[21:31:03.808 2]',531,4898,-10,2
'[21:31:03.816 2]',521,4899,-8,2
'[21:31:03.824 2]',513,4900,-6,0
'[21:31:03.832 2]',507,4901,-6,0
'[21:31:03.840 2]',501,4902,-6,0
'[21:31:03.848 2]',495,4903,-6,-1
'[21:31:03.856 2]',489,4904,-7,1
'[21:31:03.864 2]',482,4905,-6,-1
'[21:31:03.872 2]',476,4906,-7,0
'[21:31:03.880 2]',469,4907,-7,1
'[21:31:03.888 2]',462,4908,-6,1
'[21:31:03.896 2]',456,4909,-5,0
'[21:31:03.904 2]',451,4910,-5,0
'[21:31:03.912 2]',446,4911,-5,1
'[21:31:03.920 2]',441,4912,-4,0
'[21:31:03.928 2]',437,4913,-4,2
'[21:31:03.936 2]',433,4914,-2,-2
'[21:31:03.944 2]',431,4915,-4,-2
'[21:31:03.952 2]',427,4916,-6,1
'[21:31:03.960 2]',421,4917,-5,1
'[21:31:03.968 2]',416,4918,-4,-2
'[21:31:03.976 2]',412,4919,-6,0
'[21:31:03.984 2]',406,4920,-6,-1
'[21:31:03.992 2]',400,4921,-7,1
'[21:31:04.000 2]',393,4922,-6,2
'[21:31:04.008 2]',387,4923,-4,1
'[21:31:04.016 2]',383,4924,-3,3
'[21:31:04.024 2]',380,4925,0,4
'[21:31:04.032 2]',380,4926,4,6
'[21:31:04.040 2]',384,4927,10,7
'[21:31:04.048 2]',394,4928,17,5
'[21:31:04.056 2]',411,4929,22,5
'[21:31:04.064 2]',433,4930,27,4
